URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interoperabilidad.minsal.cl/fhir/ig/tei-aps-secundario/ValueSet/VSPrevision,0.1.0,active,,VSPrevision,VS Prevision,"Previsión del paciente",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/tei-aps-secundario/ValueSet/VSTipoEventoTEI,0.1.0,draft,,VSTipoEventoTEI,Tipo de Evento,"Tipo de evento en APS-Secundario",,"Internal"
